ID_author,AU_ID_scopus,full_name,affiliation
405,57226208246,Rosario Salinas M.,Universidad de Castilla-La Mancha
406,57204039733,Carvela M.,Universidad de Castilla-La Mancha
407,55775522000,Dionisio D.,Universidad de Castilla-La Mancha
408,57220979005,Pastor J.M.,Universidad de Castilla-La Mancha
409,57208925726,Ocaña H.,Universidad de Castilla-La Mancha
410,57209275689,Ortiz M.,Universidad de Castilla-La Mancha
411,57205470719,González-García I.,Universidad de Castilla-La Mancha
412,57205548597,Céspedes I.,Universidad de Castilla-La Mancha
413,57193353072,González J.A.,Universidad de Castilla-La Mancha
414,57202228785,López-Fernández E.,Universidad de Castilla-La Mancha
415,57196955495,Andrés J.P.,Universidad de Castilla-La Mancha
416,36941023700,Perenlei G.,Universidad de Castilla-La Mancha
417,57211384186,Herraiz M.,Universidad de Castilla-La Mancha
418,57203855694,Moraleda V.B.,Universidad de Castilla-La Mancha
419,57208239113,Rodado A.,Universidad de Castilla-La Mancha
420,57204532963,Ordoñez-Lozoya S.,Universidad de Castilla-La Mancha
421,57207031381,Rabal P.M.,Universidad de Castilla-La Mancha
422,57202136261,Castro M.,Universidad de Castilla-La Mancha
423,57217856736,Santos G.O.S.,Universidad de Castilla-La Mancha
424,57200689487,Santos G.d.O.S.,Universidad de Castilla-La Mancha
425,56601443300,Gonzaga I.M.D.,Universidad de Castilla-La Mancha
426,57226344978,Moratalla A.,Universidad de Castilla-La Mancha
427,25422245700,Monton J.,Universidad de Castilla-La Mancha
428,7402672765,Jordan J.,Universidad de Castilla-La Mancha
429,57214330530,Cabrera V.,Universidad de Castilla-La Mancha
