ID_author_1,ID_author_2,scopus_id_collaborations
206,810,"84863522494,79952146842,78649270861,70450241135,57849090539,37249037084,84894165174,84888315776,77954786624,77951182702,75349110386,67651115658,67651109441,84855861513,84871852817,74549217361,36349015339"
812,917,84863522494
813,917,84863522494
206,917,84863522494
762,917,84863522494
206,812,"84863522494,79952146842,78649270861,57849090539,37249037084,84894165174,84888315776,79957999099,77954786624,75349110386,67651115658,67651109441,63649156431,84867629177,84855861513,84871852817,74549217361,70349469852,67650261099"
206,813,"84863522494,79952146842,78649270861,84894165174,84888315776,77954786624,75349110386,84855861513"
206,762,"84863522494,79952146842,37249083092,84894165174,84888315776,79957999099,79151485414,77954786624,77951182702,67651115658,67651109441,63649156431,34548275520,10644228547,3042636670,84867629177,84855861513,84871852817,74549217361,70349469852,67650261099,11144270553,8444229326,84910029786,84909632930"
147,918,"84859112283,84875720693,84873278962"
919,920,84863624870
166,919,84863624870
166,920,"84863624870,78649327574,0242338794,0036896437,0036256868"
921,922,81355142034
151,921,81355142034
843,921,81355142034
204,921,81355142034
921,923,81355142034
151,922,"81355142034,80052767595,84874753376,84862175243,84857584912,84857584908,78549278103"
843,922,81355142034
204,922,"81355142034,84857584912,84857584908"
922,923,81355142034
151,923,81355142034
843,923,81355142034
204,923,81355142034
159,924,"80054802647,84873538305"
134,924,"80054802647,84873538305"
151,925,"80052767595,84874753376"
871,922,"80052767595,84874753376"
871,925,"80052767595,84874753376"
922,925,"80052767595,84874753376"
129,926,79956330787
164,192,"79960310869,78650168282,84865264257"
608,927,"84880481671,84880465316,84876260708,79951946711,71549126833,78549288472,77955941011"
206,927,"84880481671,84880465316,84876260708,79951946711,71549126833,78549288472,77955941011"
609,927,"84880481671,84880465316,84876260708,79951946711,71549126833,78549288472,77955941011,77955973660"
843,928,79551510877
843,929,"79551510877,84866089827"
204,928,79551510877
204,929,"79551510877,84866089827"
151,928,79551510877
928,929,79551510877
151,929,"79551510877,84866089827"
810,930,"70450241135,57849090539,37249037084,77951182702,36349015339"
206,930,"70450241135,57849090539,37249037084,77951182702,67649920748,36349015339"
829,875,"84855811683,78049528459"
151,829,"84855811683,78049528459"
829,843,"84855811683,78049528459"
204,829,"84855811683,78049528459"
931,932,"51149108994,36448944350,84879897925,84870349234,44249125709,79952074321,84881460248,79951484235,70349184037,39049139030"
156,931,"51149108994,36448944350,84879897925,84870349234,82155166400,44249125709,84881460248,79951484235,70349184037,39049139030"
156,932,"51149108994,36448944350,33750352482,84879897925,84870349234,77949812957,44249125709,38549159133,84872739757,33746711569,26844554460,14544292156,0033695965,0345134369,84881460248,79951484235,70349184037,39049153265,39049139030,25144437377,18144366959,11244293910,3042684170,3042555132,3042590265,0142168886,0141428936,0034775727,0034515620,84905370870"
933,934,"51149090655,33745883253"
156,933,"51149090655,33745883253"
156,934,"51149090655,84928529372,33750364369,33750352482,33745883253,33745876862,33646429748,33646204023,33745892972,77952132286,73349099342,54949149491,43449091627,40649101727,38349133929,35648932470,38549179031,38549159133,38549130405,34548811412,34548734728,34249325173,84872739757,33746711569,26844554460,14544292156,9744281121,0034205831,0034187245,0034294456,0033695965,0033100870,0032095733,0345134369,0031635581,0031341744,0030675504,48149084988,46449118973,51449100262,34247600704,39049153265,39049139030,33750560609,33749266711,33746855077,33746847770,33646902734,25144437377,10044250041,18144366959,11244293910,4944262817,3042684170,3042555132,3042590265,0142168886,0141428936,0034775727,0034515620,84905370870,0033337533,0343773199,85043354712,0031704256,0031621058,0031375995,0030661279"
812,930,"57849090539,37249037084"
608,762,"37249083092,62949154777,63649156431,34548275520,3042636670,67650261099,11144270553,8444229326,67650261386,11144255120"
934,935,"33750364369,33745876862,33646429748,73349099342,54949149491,35648932470,38549179031,34249325173,33746855077,33746847770,33646902734"
156,935,"33750364369,33745876862,33646429748,84953354477,84996554528,84864543485,82155166400,73349099342,54949149491,35648932470,38549179031,34249325173,84883664512,84874337572,84871939586,84855391715,79951474996,33746855077,33746847770,33646902734"
932,934,"33750352482,38549159133,84872739757,33746711569,26844554460,14544292156,0033695965,0345134369,39049153265,39049139030,25144437377,18144366959,11244293910,3042684170,3042555132,3042590265,0142168886,0141428936,0034775727,0034515620,84905370870"
204,936,33746215825
890,934,"33646204023,77952132286,43449091627,40649101727,38349133929,34548734728,48149084988,46449118973,51449100262,34247600704,33750560609,33749266711,33746847770"
156,890,"33646204023,77952132286,43449091627,40649101727,38349133929,34548734728,48149084988,46449118973,51449100262,34547201408,34247600704,33750560609,33749266711,33746847770"
890,937,"33646204023,77952132286,43449091627,40649101727,33750560609,33749266711,33746847770"
934,937,"33646204023,77952132286,54949149491,43449091627,40649101727,26844554460,14544292156,0034205831,0034187245,0034294456,0033695965,0033100870,0032095733,0345134369,0031635581,0031347843,0031341744,0031340258,0030675504,33750560609,33749266711,33746847770,3042684170,3042555132,3042590265,0142168886,0141428936,0034775727,0034515620,84905370870,0033337533,0343773199,85043354712,0031704256,0031621058,0031375995,0030661279"
156,937,"33646204023,77952132286,54949149491,43449091627,40649101727,26844554460,14544292156,0034205831,0034187245,0034294456,0033695965,0033100870,0032095733,0345134369,1542748115,0034851973,0034849891,18944391458,0031635581,0031341744,0030675504,33750560609,33749266711,33746847770,3042684170,3042555132,3042590265,0142168886,0141428936,0034775727,0034775414,0003024049,0034515620,84905370870,0033337533,0343773199,85043354712,0031704256,0031621058,0031375995,0030661279"
204,938,"33645957917,84866500032,62949108102,60749133763,12744254294"
843,938,"33645957917,84866500032,62949108102,60749133763,12744254294"
203,939,12244300374
147,160,"21144439145,78649930518,85135704061,34247134277"
134,845,84944313969
200,845,84944313969
135,845,84947713356
135,940,84947713356
135,804,84947713356
135,941,84947713356
135,942,84947713356
845,940,84947713356
804,845,84947713356
845,941,84947713356
845,942,84947713356
804,940,84947713356
940,941,84947713356
940,942,84947713356
804,941,84947713356
804,942,84947713356
941,942,84947713356
444,570,"84955109563,84928248537,84897665911,84899520331,84886090492,84872921753,84869873450,84863446454,84860235123,84856274269,84862231850,79960892256,79955416573,78649985787,77953335145,85016736911"
943,944,"84859095331,84863331360"
400,943,"84859095331,84863331360"
943,945,"84859095331,84863331360"
400,944,"84859095331,85091601308,84863331360"
944,945,"84859095331,84863331360"
400,945,"84859095331,84863331360"
382,946,"84857986614,37049026473,33749997771,84857963898,78650743794,60649118128"
902,946,"84857986614,37049026473,33749997771,84857963898,78650743794,60649118128"
660,947,"80053282697,84963857406,85023647419,85068511592,85054197418,77957926506,79959663947,2942554864"
660,920,"80053282697,77957926506,79959663947,2942554864"
351,660,"80053282697,77957926506"
660,948,"80053282697,84963857406,85023647419,85068511592,85054197418,77957926506,79959663947"
920,947,"80053282697,77957926506,79959663947,2942554864"
351,947,"80053282697,77957926506"
947,948,"80053282697,84963857406,85023647419,85068511592,85054197418,77957926506,79959663947"
351,920,"80053282697,77957926506"
920,948,"80053282697,77957926506,79959663947"
351,948,"80053282697,77957926506"
382,949,"70350662854,51849118826,33749997771,67349232032,58249111560,47349122470,70449976236,47349132901,47349098952,42149102631,34548786621,84885772410"
902,949,"70350662854,51849118826,33749997771,67349232032,58249111560,47349122470,70449976236,47349132901,47349098952,42149102631,34548786621,84885772410"
906,946,"37049026473,33749997771"
946,949,33749997771
906,949,"33749997771,47349122470,47349132901,47349098952,42149102631,34548786621"
388,950,40049102773
388,951,"40049102773,36048978038,0345643409"
388,714,"40049102773,0033994108,0345643409"
388,952,40049102773
388,953,40049102773
388,715,"40049102773,36048978038,85110578680,0033994108,0345643409"
950,951,"40049102773,77950984833"
714,950,40049102773
950,952,"40049102773,70449132804"
950,953,40049102773
715,950,"40049102773,64649090676,84879656804,77950984833,70449132804,33644653603"
714,951,"40049102773,84879629401,0345643409,0032805841"
951,952,40049102773
951,953,40049102773
715,951,"40049102773,36048978038,84879629401,77950984833,0345643409,0032805841"
714,952,40049102773
714,953,40049102773
952,953,40049102773
715,952,"40049102773,70449132804"
715,953,40049102773
388,954,36048978038
951,954,36048978038
715,954,"36048978038,36048974397,36048970920"
528,955,84882970140
955,956,84882970140
528,956,"84882970140,84936774848"
957,958,"84879089826,84861793333,80052421871,84887848969,84857541423"
957,959,"84879089826,84861793333"
585,957,"84879089826,84887315336,79551513606,85042212688,84888289865,84861793333,80052421871,80051975530,78751648113,78049529700,85015223463,84887848969,84857541423,73949085597"
514,957,84879089826
805,957,"84879089826,84887315336,79551513606,85042212688,84888289865,84861793333,80052421871,80051975530,78751648113,78049529700,85015223463,84887848969,84857541423"
958,959,"84879089826,84861793333,33845638640"
585,958,"84879089826,84903777127,79960128832,33750072292,7444244529,27144452759,85058472583,85039716961,85039801369,84898061020,84875222063,84861793333,80052421871,60849089320,33845638640,33745684637,85028505517,84887848969,84857541423,84857526664,78549276168,70349268088,34547315614,33745210791,27144507435"
514,958,"84879089826,84908431650"
805,958,"84879089826,79960128832,33750072292,7444244529,27144452759,84908431650,85039801369,84875222063,84861793333,80052421871,60849089320,33845638640,33745684637,84887848969,84857541423,78549276168,34547315614,33745210791,27144507435"
585,959,"84879089826,84858809382,79551565590,70349334289,69049101304,51849103688,34250372497,33845235843,33745301572,26944451273,84891748627,84861793333,79956106290,79953701338,38149108150,33845638640,33845770330,0037320215,84943271497,84874683453,84857517167,70049106294,70349307979,33845275153,84898110224"
514,959,"84879089826,85030165442"
805,959,"84879089826,79551565590,69049101304,33845235843,85030165442,84861793333,79956106290,33845638640,33845770330,70049106294"
514,585,"84879089826,78650809137,77951000348,77952348473,84963801219,79955027907,67650337081,64549150492"
514,805,"84879089826,84908431650,84984844845,85030165442"
514,960,"78650809137,79955027907,84922021742"
585,960,"78650809137,79955027907"
515,960,"78650809137,79955027907,84922021742"
515,585,"78650809137,77951000348,77952348473,79955027907,38649121751,67650337081,64549150492,55349109318,68549091015"
515,961,"78650803774,84878312297,84983249452,78650942520"
805,961,78650803774
516,961,"78650803774,84878312297,84983249452,78650942520"
515,805,"78650803774,55349109318"
516,805,78650803774
515,962,"38049108314,35248890535"
585,963,"84921373247,84885057502,84921028207,84963801219,84949626208,84977631582,84969135956"
805,963,"84921373247,84885057502,84921028207,84949626208,84977631582,84969135956"
808,958,"84903777127,85058472583,85039716961,84898061020,85028505517,84857526664"
847,964,"84881391881,84976336896,84945911973,84989814714,85046486501,85046826508,84883226135,85016032934"
585,964,"84881391881,84976336896,84945911973,84989814714,85046486501,85046826508,84883226135,85016032934"
959,965,"84858809382,79551565590,69049101304,84891748627,79956106290,84874683453,84857517167,70049106294,84898110224"
585,965,"84858809382,79551565590,69049101304,84891748627,79956106290,84874683453,84857517167,70049106294,84898110224"
958,966,"79960128832,84908431650,84875222063"
585,966,"79960128832,85056111438,84875222063,55349109318"
805,966,"79960128832,84908431650,84875222063,55349109318"
805,965,"79551565590,69049101304,79956106290,70049106294"
959,967,70349334289
585,967,70349334289
762,968,"62949154777,77954012942"
609,762,"62949154777,67651109441,63649156431,10644228547,67650261099,84910029786,84909632930,77955973660"
609,968,62949154777
608,968,62949154777
585,614,"38349059676,38149102431,38049169154,38049055181,84962258235,78651369196,38149108150,33845638640,33845770330,70449752445,84874685844,84874675013,57349199340,57349151357"
614,805,"38349059676,38149102431,38049169154,38049055181,84962258235,78651369196,33845638640,33845770330,70449752445,84874685844,84874675013,57349199340,57349151357"
715,969,"77950968482,84928795034,84986275794"
